/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Bigler, Matthias; Steffensen, Jørgen Peder; Hutterli, Manuel A; Fischer, Hubertus (2012): EDC dust laser signal (24-769.5 m) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.780541, 
	In supplement to: Lambert, F et al. (2012): Centennial mineral dust variability in high-resolution ice core data from Dome C, Antarctica. Climate of the Past, 8, 609-623, https://doi.org/10.5194/cp-8-609-2012
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 784.99 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	The file "EDC_KPHdust_1cm.dat" contains the EPICA Dome C insoluble dust measured with the Copenhavn laser sensor on a depth and EDC3 age scale. Below 769.5m depth insoluble dust was measured with the Bern sensor, data available in the file "EDC_CaDustConc_1cm.dat".
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Signal [V] (Signal) * PI: Lambert, Fabrice (https://orcid.org/0000-0002-2192-024X, ambert@uc.c) * COMMENT: of dust laser
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	44031 data points
*/
Age [ka BP]	Depth ice/snow [m]	Signal [V]
0.492699	29.80	0.0668
0.492929	29.81	0.0682
0.493159	29.82	0.0665
0.493390	29.83	0.0610
0.493620	29.84	0.0630
0.493850	29.85	0.0622
0.494080	29.86	0.0548
0.494310	29.87	0.0529
0.494541	29.88	0.0530
0.494771	29.89	0.0523
0.495001	29.90	0.0563
0.495231	29.91	0.0532
0.495461	29.92	0.0510
0.495691	29.93	0.0543
0.495922	29.94	0.0520
0.496152	29.95	0.0485
0.496382	29.96	0.0560
0.496612	29.97	0.0493
0.496842	29.98	0.0490
0.497073	29.99	0.0529
0.497303	30.00	0.0445
0.497533	30.01	0.0465
0.497763	30.02	0.0418
0.497993	30.03	0.0458
0.498223	30.04	0.0509
0.498454	30.05	0.0435
0.498684	30.06	0.0410
0.498914	30.07	0.0445
0.499144	30.08	0.0432
0.499374	30.09	0.0446
0.499605	30.10	0.0411
0.499835	30.11	0.0420
0.500065	30.12	0.0479
0.500295	30.13	0.0624
0.500525	30.14	0.0699
0.500755	30.15	0.0776
0.500986	30.16	0.0813
0.501216	30.17	0.1210
0.501446	30.18	0.1005
0.501676	30.19	0.0663
0.501906	30.20	0.0936
0.503057	30.25	0.0628
0.503286	30.26	0.0680
0.503515	30.27	0.0620
0.503744	30.28	0.0611
0.503973	30.29	0.0568
0.504202	30.30	0.0564
0.504431	30.31	0.0513
0.504660	30.32	0.0488
0.504889	30.33	0.0482
0.505118	30.34	0.0484
0.505347	30.35	0.0502
0.505576	30.36	0.0462
0.505805	30.37	0.0527
0.506034	30.38	0.0590
0.506263	30.39	0.0455
0.506492	30.40	0.0465
0.506721	30.41	0.0464
0.506950	30.42	0.0457
0.507179	30.43	0.0498
0.507408	30.44	0.0477
0.507637	30.45	0.0465
0.507866	30.46	0.0449
0.508095	30.47	0.0447
0.508324	30.48	0.0461
0.508553	30.49	0.0451
0.508782	30.50	0.0460
0.509011	30.51	0.0462
0.509240	30.52	0.0456
0.509469	30.53	0.0444
0.509698	30.54	0.0479
0.509927	30.55	0.0451
0.510156	30.56	0.0437
0.510385	30.57	0.0437
0.510614	30.58	0.0473
0.510842	30.59	0.0481
0.511071	30.60	0.0446
0.511300	30.61	0.0466
0.511529	30.62	0.0478
0.511758	30.63	0.0445
0.511987	30.64	0.0452
0.512216	30.65	0.0432
0.512445	30.66	0.0414
0.512674	30.67	0.0429
0.512903	30.68	0.0440
0.513132	30.69	0.0461
0.513361	30.70	0.0452
0.513590	30.71	0.0493
0.513819	30.72	0.0514
0.514048	30.73	0.0519
0.514277	30.74	0.0569
0.514506	30.75	0.0596
0.514735	30.76	0.0694
0.514964	30.77	0.0803
0.515193	30.78	0.0872
0.515422	30.79	0.1008
0.515651	30.80	0.0862
0.515889	30.81	0.0770
0.516128	30.82	0.0756
0.516366	30.83	0.0615
0.516605	30.84	0.0568
0.516843	30.85	0.0558
0.517082	30.86	0.0610
0.517320	30.87	0.0556
0.517558	30.88	0.0513
0.517797	30.89	0.0428
0.518035	30.90	0.0593
0.518274	30.91	0.0461
0.518512	30.92	0.0426
0.518750	30.93	0.0421
0.518989	30.94	0.0435
0.519227	30.95	0.0456
0.519466	30.96	0.0543
0.519704	30.97	0.0493
0.519943	30.98	0.0491
0.520181	30.99	0.0505
0.520419	31.00	0.0509
0.520658	31.01	0.0501
0.520896	31.02	0.0466
0.521135	31.03	0.0481
0.521373	31.04	0.0497
0.521612	31.05	0.0480
0.521850	31.06	0.0527
0.522088	31.07	0.0524
0.522327	31.08	0.0509
0.522565	31.09	0.0527
0.522804	31.10	0.0503
0.523042	31.11	0.0554
0.523281	31.12	0.0487
0.523519	31.13	0.0539
0.523757	31.14	0.0499
0.523996	31.15	0.0514
0.524234	31.16	0.0546
0.524473	31.17	0.0564
0.524711	31.18	0.0524
0.524949	31.19	0.0614
0.525188	31.20	0.0650
0.525426	31.21	0.0708
0.525665	31.22	0.0650
0.525903	31.23	0.0615
0.526142	31.24	0.0736
0.526380	31.25	0.0643
0.526618	31.26	0.0570
0.526857	31.27	0.0546
0.527095	31.28	0.0514
0.527334	31.29	0.0481
0.527572	31.30	0.0544
0.527811	31.31	0.0491
0.528049	31.32	0.0577
0.528287	31.33	0.0646
0.528526	31.34	0.0777
0.528764	31.35	0.0731
0.528998	31.36	0.0541
0.529231	31.37	0.0614
0.529465	31.38	0.0588
0.529698	31.39	0.0544
0.529932	31.40	0.0528
0.530165	31.41	0.0510
0.530399	31.42	0.0496
0.530632	31.43	0.0519
0.530866	31.44	0.0510
0.531100	31.45	0.0541
0.531333	31.46	0.0517
0.531567	31.47	0.0527
0.531800	31.48	0.0504
0.532034	31.49	0.0561
0.532267	31.50	0.0493
0.532501	31.51	0.0493
0.532734	31.52	0.0514
0.532968	31.53	0.0521
0.533201	31.54	0.0573
0.533435	31.55	0.0529
0.533668	31.56	0.0483
0.533902	31.57	0.0505
0.534135	31.58	0.0554
0.534369	31.59	0.0515
0.534603	31.60	0.0498
0.534836	31.61	0.0493
0.535070	31.62	0.0479
0.535303	31.63	0.0475
0.535537	31.64	0.0496
0.535770	31.65	0.0503
0.536004	31.66	0.0490
0.536237	31.67	0.0510
0.536471	31.68	0.0464
0.536704	31.69	0.0478
0.536938	31.70	0.0519
0.537171	31.71	0.0573
0.537405	31.72	0.0461
0.537639	31.73	0.0535
0.537872	31.74	0.0484
0.538106	31.75	0.0495
0.538339	31.76	0.0550
0.538573	31.77	0.0498
0.538806	31.78	0.0571
0.539040	31.79	0.0624
0.539273	31.80	0.0565
0.539507	31.81	0.0566
0.539740	31.82	0.0587
0.539974	31.83	0.0679
0.540207	31.84	0.0745
0.540441	31.85	0.0811
0.540674	31.86	0.1186
0.540908	31.87	0.0961
0.541142	31.88	0.0777
0.541851	31.91	0.0540
0.542093	31.92	0.0558
0.542335	31.93	0.0523
0.542577	31.94	0.0494
0.542820	31.95	0.0498
0.543062	31.96	0.0485
0.543304	31.97	0.0490
0.543546	31.98	0.0477
0.543789	31.99	0.0448
0.544031	32.00	0.0476
0.544273	32.01	0.0471
0.544515	32.02	0.0473
0.544758	32.03	0.0498
0.545000	32.04	0.0536
0.545242	32.05	0.0496
0.545484	32.06	0.0461
0.545726	32.07	0.0503
0.545969	32.08	0.0452
0.546211	32.09	0.0454
0.546453	32.10	0.0448
0.546695	32.11	0.0449
0.546938	32.12	0.0463
0.547180	32.13	0.0439
0.547422	32.14	0.0520
0.547664	32.15	0.0470
0.547907	32.16	0.0538
0.548149	32.17	0.0522
0.548391	32.18	0.0517
0.548633	32.19	0.0529
0.548875	32.20	0.0508
0.549118	32.21	0.0484
0.549360	32.22	0.0502
0.549602	32.23	0.0490
0.549844	32.24	0.0558
0.550087	32.25	0.0524
0.550329	32.26	0.0507
0.550571	32.27	0.0536
0.550813	32.28	0.0524
0.551056	32.29	0.0550
0.551298	32.30	0.0529
0.551540	32.31	0.0495
0.551782	32.32	0.0457
0.552024	32.33	0.0454
0.552267	32.34	0.0456
0.552509	32.35	0.0431
0.552751	32.36	0.0444
0.552993	32.37	0.0450
0.553236	32.38	0.0432
0.553478	32.39	0.0423
0.553720	32.40	0.0440
0.553962	32.41	0.0478
0.554205	32.42	0.0486
0.554447	32.43	0.0506
0.554689	32.44	0.0495
0.554931	32.45	0.0495
0.555164	32.46	0.0506
0.555398	32.47	0.0496
0.555631	32.48	0.0522
0.555864	32.49	0.0495
0.556097	32.50	0.0565
0.556330	32.51	0.0628
0.556563	32.52	0.0580
0.556796	32.53	0.0574
0.557030	32.54	0.0636
0.557263	32.55	0.0611
0.557496	32.56	0.0598
0.557729	32.57	0.0557
0.557962	32.58	0.0586
0.558428	32.60	0.0598
0.558662	32.61	0.0578
0.558895	32.62	0.0605
0.559128	32.63	0.0562
0.559361	32.64	0.0548
0.559594	32.65	0.0569
0.559827	32.66	0.0561
0.560060	32.67	0.0557
0.560294	32.68	0.0557
0.560527	32.69	0.0546
0.560760	32.70	0.0559
0.560993	32.71	0.0517
0.561226	32.72	0.0533
0.561459	32.73	0.0565
0.561692	32.74	0.0525
0.561926	32.75	0.0518
0.562159	32.76	0.0558
0.562392	32.77	0.0518
0.562625	32.78	0.0520
0.562858	32.79	0.0534
0.563091	32.80	0.0522
0.563324	32.81	0.0508
0.563558	32.82	0.0515
0.563791	32.83	0.0509
0.564024	32.84	0.0528
0.564257	32.85	0.0576
0.564490	32.86	0.0615
0.564723	32.87	0.0633
0.564956	32.88	0.0692
0.565190	32.89	0.0674
0.565423	32.90	0.0673
0.565656	32.91	0.0615
0.565889	32.92	0.0640
0.566122	32.93	0.0601
0.566355	32.94	0.0684
0.566588	32.95	0.0656
0.566822	32.96	0.0815
0.567055	32.97	0.0956
0.567288	32.98	0.0653
0.567988	33.01	0.0572
0.568221	33.02	0.0513
0.568455	33.03	0.0532
0.568688	33.04	0.0493
0.568922	33.05	0.0511
0.569156	33.06	0.0412
0.569389	33.07	0.0403
0.569623	33.08	0.0403
0.569856	33.09	0.0453
0.570090	33.10	0.0428
0.570323	33.11	0.0420
0.570557	33.12	0.0467
0.570790	33.13	0.0488
0.571024	33.14	0.0421
0.571258	33.15	0.0439
0.571491	33.16	0.0426
0.571725	33.17	0.0452
0.571958	33.18	0.0469
0.572192	33.19	0.0512
0.572425	33.20	0.0473
0.572659	33.21	0.0464
0.572892	33.22	0.0450
0.573126	33.23	0.0449
0.573360	33.24	0.0486
0.573593	33.25	0.0485
0.573827	33.26	0.0515
0.574060	33.27	0.0445
0.574294	33.28	0.0461
0.574527	33.29	0.0435
0.574761	33.30	0.0451
0.574994	33.31	0.0445
0.575228	33.32	0.0460
0.575462	33.33	0.0466
0.575695	33.34	0.0469
0.575929	33.35	0.0460
0.576162	33.36	0.0461
0.576396	33.37	0.0447
0.576629	33.38	0.0460
0.576863	33.39	0.0430
0.577096	33.40	0.0456
0.577330	33.41	0.0432
0.577564	33.42	0.0432
0.577797	33.43	0.0423
0.578031	33.44	0.0428
0.578264	33.45	0.0420
0.578498	33.46	0.0422
0.578731	33.47	0.0407
0.578965	33.48	0.0439
0.579199	33.49	0.0436
0.579432	33.50	0.0435
0.579666	33.51	0.0449
0.579899	33.52	0.0534
0.580133	33.53	0.0449
0.580366	33.54	0.0474
0.580600	33.55	0.0490
0.580835	33.56	0.0463
0.581069	33.57	0.0452
0.581304	33.58	0.0459
0.581539	33.59	0.0450
0.581774	33.60	0.0473
0.582008	33.61	0.0456
0.582243	33.62	0.0451
0.582478	33.63	0.0471
0.582713	33.64	0.0459
0.582947	33.65	0.0465
0.583182	33.66	0.0443
0.583417	33.67	0.0437
0.583652	33.68	0.0441
0.583886	33.69	0.0439
0.584121	33.70	0.0472
0.584356	33.71	0.0500
0.584591	33.72	0.0483
0.584825	33.73	0.0485
0.585060	33.74	0.0477
0.585295	33.75	0.0466
0.585530	33.76	0.0435
0.585764	33.77	0.0434
0.585999	33.78	0.0439
0.586234	33.79	0.0423
0.586469	33.80	0.0430
0.586703	33.81	0.0427
0.586938	33.82	0.0474
0.587173	33.83	0.0452
0.587408	33.84	0.0437
0.587642	33.85	0.0456
0.587877	33.86	0.0428
0.588112	33.87	0.0431
0.588347	33.88	0.0434
0.588582	33.89	0.0442
0.588816	33.90	0.0440
0.589051	33.91	0.0448
0.589286	33.92	0.0451
0.589521	33.93	0.0432
0.589755	33.94	0.0438
0.589990	33.95	0.0440
0.590225	33.96	0.0442
0.590460	33.97	0.0440
0.590694	33.98	0.0441
0.590929	33.99	0.0487
0.591164	34.00	0.0490
0.591399	34.01	0.0526
0.591633	34.02	0.0485
0.591868	34.03	0.0627
0.592103	34.04	0.0694
0.592338	34.05	0.0796
0.592572	34.06	0.0690
0.592807	34.07	0.0783
0.593042	34.08	0.0619
0.593747	34.11	0.0534
0.593983	34.12	0.0591
0.594218	34.13	0.0521
0.594454	34.14	0.0508
0.594690	34.15	0.0527
0.594925	34.16	0.0512
0.595161	34.17	0.0508
0.595397	34.18	0.0495
0.595632	34.19	0.0563
0.595868	34.20	0.0485
0.596104	34.21	0.0483
0.596340	34.22	0.0487
0.596575	34.23	0.0490
0.596811	34.24	0.0456
0.597047	34.25	0.0476
0.597282	34.26	0.0458
0.597518	34.27	0.0493
0.597754	34.28	0.0469
0.597989	34.29	0.0478
0.598225	34.30	0.0462
0.598461	34.31	0.0467
0.598696	34.32	0.0467
0.598932	34.33	0.0476
0.599168	34.34	0.0447
0.599403	34.35	0.0480
0.599639	34.36	0.0462
0.599875	34.37	0.0447
0.600110	34.38	0.0471
0.600346	34.39	0.0455
0.600582	34.40	0.0444
0.600818	34.41	0.0480
0.601053	34.42	0.0462
0.601289	34.43	0.0450
0.601525	34.44	0.0429
0.601760	34.45	0.0430
0.601996	34.46	0.0440
0.602232	34.47	0.0451
0.602467	34.48	0.0438
0.602703	34.49	0.0436
0.602939	34.50	0.0456
0.603174	34.51	0.0469
0.603410	34.52	0.0447
0.603646	34.53	0.0440
0.603881	34.54	0.0447
0.604117	34.55	0.0464
0.604353	34.56	0.0445
0.604588	34.57	0.0459
0.604824	34.58	0.0425
0.605060	34.59	0.0438
0.605295	34.60	0.0433
0.605531	34.61	0.0443
0.605767	34.62	0.0425
0.606003	34.63	0.0434
0.606238	34.64	0.0442
0.606474	34.65	0.0447
0.606710	34.66	0.0441
0.606946	34.67	0.0445
0.607183	34.68	0.0453
0.607419	34.69	0.0427
0.607655	34.70	0.0437
0.607891	34.71	0.0416
0.608127	34.72	0.0438
0.608364	34.73	0.0425
0.608600	34.74	0.0437
0.608836	34.75	0.0461
0.609072	34.76	0.0480
0.609309	34.77	0.0488
0.609545	34.78	0.0471
0.609781	34.79	0.0498
0.610017	34.80	0.0490
0.610253	34.81	0.0451
0.610490	34.82	0.0456
0.610726	34.83	0.0450
0.610962	34.84	0.0425
0.611198	34.85	0.0509
0.611435	34.86	0.0597
0.611671	34.87	0.0536
0.611907	34.88	0.0537
0.612143	34.89	0.0595
0.612379	34.90	0.0598
0.612616	34.91	0.0524
0.612852	34.92	0.0527
0.613088	34.93	0.0599
0.613324	34.94	0.0534
0.613561	34.95	0.0527
0.613797	34.96	0.0524
0.614033	34.97	0.0517
0.614269	34.98	0.0525
0.614505	34.99	0.0544
0.614742	35.00	0.0521
0.614978	35.01	0.0530
0.615214	35.02	0.0522
0.615450	35.03	0.0516
0.615687	35.04	0.0573
0.615923	35.05	0.0573
0.616159	35.06	0.0648
0.616395	35.07	0.0710
0.616631	35.08	0.0819
0.616868	35.09	0.0754
0.617104	35.10	0.0685
0.617340	35.11	0.0681
0.617576	35.12	0.0616
0.617813	35.13	0.0580
0.618049	35.14	0.0927
0.618285	35.15	0.0910
0.618521	35.16	0.0824
0.618757	35.17	0.0930
0.618994	35.18	0.0739
0.619230	35.19	0.0694
0.619466	35.20	0.0515
0.619695	35.21	0.0562
0.619924	35.22	0.0533
0.620152	35.23	0.0617
0.620381	35.24	0.0569
0.620610	35.25	0.0585
0.620839	35.26	0.0524
0.621067	35.27	0.0520
0.621296	35.28	0.0541
0.621525	35.29	0.0497
0.621754	35.30	0.0508
0.621983	35.31	0.0491
0.622211	35.32	0.0487
0.622440	35.33	0.0472
0.622669	35.34	0.0506
0.622898	35.35	0.0480
0.623126	35.36	0.0500
0.623355	35.37	0.0500
0.623584	35.38	0.0504
0.623813	35.39	0.0494
0.624042	35.40	0.0479
0.624270	35.41	0.0502
0.624499	35.42	0.0486
0.624728	35.43	0.0503
0.624957	35.44	0.0470
0.625185	35.45	0.0478
0.625414	35.46	0.0505
0.625643	35.47	0.0499
0.625872	35.48	0.0471
0.626101	35.49	0.0483
0.626329	35.50	0.0541
0.626558	35.51	0.0467
0.626787	35.52	0.0461
0.627016	35.53	0.0478
0.627244	35.54	0.0499
0.627473	35.55	0.0498
0.627702	35.56	0.0430
0.627931	35.57	0.0425
0.628160	35.58	0.0451
0.628388	35.59	0.0447
0.628617	35.60	0.0496
0.628846	35.61	0.0456
0.629075	35.62	0.0476
0.629303	35.63	0.0468
0.629532	35.64	0.0460
0.629761	35.65	0.0497
0.629990	35.66	0.0483
0.630219	35.67	0.0523
0.630447	35.68	0.0474
0.630676	35.69	0.0534
0.630905	35.70	0.0479
0.631134	35.71	0.0453
0.631362	35.72	0.0456
0.631591	35.73	0.0452
0.631820	35.74	0.0486
0.632049	35.75	0.0461
0.632284	35.76	0.0455
0.632519	35.77	0.0468
0.632754	35.78	0.0436
0.632990	35.79	0.0442
0.633225	35.80	0.0461
0.633460	35.81	0.0498
0.633695	35.82	0.0466
0.633931	35.83	0.0484
0.634166	35.84	0.0550
0.634401	35.85	0.0538
0.634636	35.86	0.0556
0.634872	35.87	0.0529
0.635107	35.88	0.0497
0.635342	35.89	0.0590
0.635577	35.90	0.0513
0.635813	35.91	0.0511
0.636048	35.92	0.0537
0.636283	35.93	0.0516
0.636518	35.94	0.0541
0.636754	35.95	0.0590
0.636989	35.96	0.0640
0.637224	35.97	0.0739
0.637459	35.98	0.0723
0.637695	35.99	0.0670
0.637930	36.00	0.0643
0.638165	36.01	0.0683
0.638400	36.02	0.0713
0.638636	36.03	0.0835
0.638871	36.04	0.0706
0.639106	36.05	0.0706
0.639341	36.06	0.0683
0.639577	36.07	0.0662
0.639812	36.08	0.0697
0.640047	36.09	0.0687
0.640282	36.10	0.0641
0.640517	36.11	0.0662
0.640753	36.12	0.0667
0.640988	36.13	0.0703
0.641223	36.14	0.0711
0.641458	36.15	0.0705
0.641694	36.16	0.0685
0.641929	36.17	0.0699
0.642164	36.18	0.0695
0.642399	36.19	0.0766
0.642635	36.20	0.0794
0.642870	36.21	0.0829
0.643105	36.22	0.0801
0.643340	36.23	0.0844
0.643576	36.24	0.0938
0.643811	36.25	0.1066
0.644046	36.26	0.1124
0.644281	36.27	0.1172
0.644517	36.28	0.0718
0.644752	36.29	0.0866
0.662797	37.03	0.0446
0.663049	37.04	0.0432
0.663301	37.05	0.0422
0.663554	37.06	0.0420
0.663806	37.07	0.0414
0.664058	37.08	0.0411
0.664310	37.09	0.0407
0.664562	37.10	0.0401
0.664815	37.11	0.0433
0.665067	37.12	0.0411
0.665319	37.13	0.0413
0.665571	37.14	0.0403
0.665823	37.15	0.0398
0.666076	37.16	0.0402
0.666328	37.17	0.0391
0.666580	37.18	0.0394
0.666832	37.19	0.0389
0.667084	37.20	0.0391
0.667337	37.21	0.0388
0.667589	37.22	0.0387
0.667841	37.23	0.0387
0.668093	37.24	0.0387
0.668345	37.25	0.0385
0.668598	37.26	0.0385
0.668850	37.27	0.0385
0.669102	37.28	0.0384
0.669354	37.29	0.0386
0.669606	37.30	0.0384
0.669859	37.31	0.0383
0.670111	37.32	0.0382
0.670363	37.33	0.0382
0.670615	37.34	0.0389
0.670867	37.35	0.0389
0.671120	37.36	0.0390
0.671372	37.37	0.0390
0.671624	37.38	0.0389
0.672392	37.41	0.0603
0.672656	37.42	0.0595
0.672921	37.43	0.0573
0.673185	37.44	0.0582
0.673449	37.45	0.0566
0.673713	37.46	0.0588
0.673977	37.47	0.0554
0.674241	37.48	0.0528
0.674505	37.49	0.0573
0.674769	37.50	0.0587
0.675033	37.51	0.0606
0.675297	37.52	0.0691
0.675561	37.53	0.0742
0.675825	37.54	0.0824
0.676089	37.55	0.0880
0.676353	37.56	0.1046
0.676617	37.57	0.1103
0.676881	37.58	0.1130
0.677145	37.59	0.1193
0.677409	37.60	0.1253
0.677673	37.61	0.1325
0.677937	37.62	0.1492
0.678201	37.63	0.1492
0.678466	37.64	0.1361
0.678730	37.65	0.1215
0.678994	37.66	0.1434
0.679258	37.67	0.1070
0.679522	37.68	0.1048
0.679786	37.69	0.0945
0.680050	37.70	0.0877
0.680314	37.71	0.0794
0.680578	37.72	0.0703
0.680842	37.73	0.0717
0.681106	37.74	0.0631
0.681370	37.75	0.0679
0.681634	37.76	0.0718
0.681898	37.77	0.0740
0.682162	37.78	0.0649
0.682426	37.79	0.0677
0.682690	37.80	0.0693
0.682954	37.81	0.0704
0.683218	37.82	0.0627
0.683482	37.83	0.0711
0.683747	37.84	0.0599
0.684011	37.85	0.0591
0.684275	37.86	0.0651
0.684539	37.87	0.0675
0.684803	37.88	0.0597
0.685067	37.89	0.0572
0.685331	37.90	0.0554
0.685595	37.91	0.0592
0.685859	37.92	0.0536
0.686123	37.93	0.0575
0.686387	37.94	0.0575
0.686651	37.95	0.0565
0.686906	37.96	0.0529
0.687161	37.97	0.0532
0.687416	37.98	0.0545
0.687671	37.99	0.0496
0.687926	38.00	0.0577
0.688181	38.01	0.0531
0.688436	38.02	0.0490
0.688692	38.03	0.0534
0.688947	38.04	0.0514
0.689202	38.05	0.0510
0.689457	38.06	0.0489
0.689712	38.07	0.0490
0.689967	38.08	0.0479
0.690222	38.09	0.0509
0.690477	38.10	0.0469
0.690732	38.11	0.0472
0.690987	38.12	0.0473
0.691242	38.13	0.0510
0.691497	38.14	0.0516
0.691752	38.15	0.0521
0.692007	38.16	0.0504
0.692262	38.17	0.0546
0.692517	38.18	0.0499
0.692772	38.19	0.0514
0.693028	38.20	0.0636
0.693283	38.21	0.0624
0.693538	38.22	0.0788
0.693793	38.23	0.0652
0.694048	38.24	0.0553
0.694303	38.25	0.0824
0.694558	38.26	0.0687
0.694813	38.27	0.0580
0.695068	38.28	0.0678
0.695323	38.29	0.1642
0.695578	38.30	0.2401
0.695833	38.31	0.2114
0.696088	38.32	0.2200
0.696343	38.33	0.2036
0.696598	38.34	0.2039
0.696853	38.35	0.2034
0.697108	38.36	0.2147
0.697364	38.37	0.2397
0.697619	38.38	0.2347
0.697874	38.39	0.2193
0.698129	38.40	0.1922
0.698384	38.41	0.4127
0.698639	38.42	0.5291
0.698894	38.43	0.1439
0.699149	38.44	0.1511
0.699404	38.45	0.1613
0.699659	38.46	0.1809
0.699914	38.47	0.1799
0.700169	38.48	0.1807
0.700940	38.51	0.0450
0.701201	38.52	0.0520
0.701462	38.53	0.0455
0.701723	38.54	0.0414
0.701984	38.55	0.0441
0.702245	38.56	0.0436
0.702505	38.57	0.0430
0.702766	38.58	0.0434
0.703027	38.59	0.0445
0.703288	38.60	0.0459
0.703549	38.61	0.0443
0.703810	38.62	0.0461
0.704071	38.63	0.0427
0.704331	38.64	0.0427
0.704592	38.65	0.0432
0.704853	38.66	0.0446
0.705114	38.67	0.0447
0.705375	38.68	0.0438
0.705636	38.69	0.0424
0.705897	38.70	0.0438
0.706158	38.71	0.0441
0.706418	38.72	0.0461
0.706679	38.73	0.0461
0.706940	38.74	0.0516
0.707201	38.75	0.0493
0.707462	38.76	0.0458
0.707723	38.77	0.0457
0.707984	38.78	0.0439
0.708244	38.79	0.0437
0.708505	38.80	0.0415
0.708766	38.81	0.0447
0.709027	38.82	0.0485
0.709288	38.83	0.0451
0.709549	38.84	0.0461
0.709810	38.85	0.0439
0.710071	38.86	0.0414
0.710331	38.87	0.0418
0.710592	38.88	0.0421
0.710853	38.89	0.0435
0.711114	38.90	0.0471
0.711375	38.91	0.0528
0.711636	38.92	0.0552
0.711897	38.93	0.0531
0.712157	38.94	0.0562
0.712418	38.95	0.0581
0.712679	38.96	0.0588
0.712940	38.97	0.0615
0.713201	38.98	0.0563
0.713462	38.99	0.0532
0.713723	39.00	0.0498
0.713984	39.01	0.0493
0.714244	39.02	0.0491
0.714505	39.03	0.0481
0.714766	39.04	0.0484
0.715027	39.05	0.0435
0.715286	39.06	0.0421
0.715545	39.07	0.0415
0.715804	39.08	0.0543
0.716063	39.09	0.0420
0.716323	39.10	0.0509
0.716582	39.11	0.0562
0.716841	39.12	0.0468
0.717100	39.13	0.0415
0.717359	39.14	0.0459
0.717618	39.15	0.0481
0.717877	39.16	0.0532
0.718136	39.17	0.0570
0.718395	39.18	0.0599
0.718654	39.19	0.0561
0.718914	39.20	0.0653
0.719173	39.21	0.0683
0.719432	39.22	0.0761
0.719691	39.23	0.0779
0.719950	39.24	0.0743
0.720209	39.25	0.0727
0.720468	39.26	0.0756
0.720727	39.27	0.0639
0.720986	39.28	0.0613
0.721246	39.29	0.0559
0.721505	39.30	0.0523
0.722023	39.32	0.0508
0.722282	39.33	0.0536
0.722541	39.34	0.0488
0.722800	39.35	0.0493
0.723059	39.36	0.0450
0.723318	39.37	0.0416
0.723577	39.38	0.0445
0.723837	39.39	0.0405
0.724096	39.40	0.0412
0.724355	39.41	0.0403
0.724614	39.42	0.0413
0.724873	39.43	0.0415
0.725132	39.44	0.0395
0.725391	39.45	0.0471
0.725650	39.46	0.0488
0.725909	39.47	0.0512
0.726168	39.48	0.0570
0.726428	39.49	0.0482
0.726687	39.50	0.0479
0.726946	39.51	0.0480
0.727205	39.52	0.0535
0.727464	39.53	0.1434
0.727723	39.54	0.1401
0.727982	39.55	0.1545
0.728241	39.56	0.1502
0.728500	39.57	0.1278
0.728760	39.58	0.0864
0.729550	39.61	0.0565
0.729822	39.62	0.0501
0.730094	39.63	0.0481
0.730366	39.64	0.0518
0.730638	39.65	0.0450
0.730910	39.66	0.0457
0.731182	39.67	0.0436
0.731454	39.68	0.0473
0.731726	39.69	0.0428
0.731998	39.70	0.0416
0.732270	39.71	0.0430
0.732542	39.72	0.0415
0.732814	39.73	0.0417
0.733086	39.74	0.0483
0.733358	39.75	0.0466
0.733630	39.76	0.0471
0.733902	39.77	0.0506
0.734174	39.78	0.0445
0.734446	39.79	0.0476
0.734718	39.80	0.0510
